date,market,period
2005-09-14,US,9.473
2005-09-14,NL,3.300999
2005-09-15,GB,4.771
2005-09-15,US,9.9255
2005-09-15,NL,2.708
2005-09-16,GB,7.224
2005-09-16,US,11.302
2005-09-16,NL,2.556999
2005-09-19,GB,10.28
2005-09-19,US,11.84
2005-09-19,NL,4.199999
2005-09-20,GB,8.307999
2005-09-20,US,10.875999
2005-09-20,NL,2.5195
2005-09-21,GB,7.492
2005-09-21,US,11.074
2005-09-21,NL,2.897
2005-09-22,GB,5.813999
2005-09-22,US,8.6195
2005-09-22,NL,3.884999
2005-09-23,GB,5.842999
2005-09-23,US,13.497499
2005-09-23,NL,3.988999
2005-09-26,GB,7.423999
2005-09-26,US,13.142499
2005-09-26,NL,2.897
2005-09-27,GB,6.124
2005-09-27,US,12.916999
2005-09-27,NL,2.803
2005-09-28,GB,7.993499
2005-09-28,US,9.689499
2005-09-28,NL,3.644
2005-09-29,GB,7.0115
2005-09-29,US,10.064499
2005-09-29,NL,3.349499
2005-09-30,GB,5.5675
2005-09-30,US,9.431
2005-09-30,NL,2.846999
2005-10-03,GB,12.012
2005-10-03,US,6.5285
2005-10-03,NL,4.453999
2005-10-04,GB,6.773999
2005-10-04,US,7.461
2005-10-04,NL,3.038499
2005-10-05,GB,6.686999
2005-10-05,US,8.3455
2005-10-05,NL,2.5235
2005-10-06,GB,4.46
2005-10-06,US,6.654999
2005-10-06,NL,1.683999
2005-10-07,GB,5.155499
2005-10-07,US,8.078999
2005-10-07,NL,2.042
2005-10-10,GB,6.982499
2005-10-10,US,8.873499
2005-10-10,NL,3.603999
2005-10-11,GB,7.167499
2005-10-11,US,7.681
2005-10-11,NL,3.0085
2005-10-12,GB,6.587499
2005-10-12,US,8.456
2005-10-12,NL,2.375999
2005-10-13,GB,3.228
2005-10-13,US,7.112999
2005-10-13,NL,2.0505
2005-10-14,GB,4.196499
2005-10-14,US,9.093999
2005-10-14,NL,2.116
2005-10-17,GB,3.825999
2005-10-17,US,7.205999
2005-10-17,NL,3.398999
2005-10-18,GB,3.797
2005-10-18,US,6.859
2005-10-18,NL,2.329
2005-10-19,GB,3.287999
2005-10-19,US,6.63
2005-10-19,NL,2.123
2005-10-20,GB,2.920999
2005-10-20,US,6.706999
2005-10-20,NL,1.780999
2005-10-21,GB,6.595
2005-10-21,US,7.527999
2005-10-21,NL,1.852999
2005-10-24,GB,4.737999
2005-10-24,US,9.82
2005-10-24,NL,3.470999
2005-10-25,GB,9.012
2005-10-25,US,11.209
2005-10-25,NL,2.81
2005-10-26,GB,6.808999
2005-10-26,US,8.9945
2005-10-26,NL,2.8085
2005-10-27,GB,2.300999
2005-10-27,US,8.688
2005-10-27,NL,1.996999
2005-10-28,GB,5.242999
2005-10-28,US,6.9435
2005-10-28,NL,2.604499
2005-10-31,GB,4.620999
2005-10-31,US,9.25
2005-10-31,NL,1.815
2005-11-01,GB,3.488
2005-11-01,US,11.453999
2005-11-01,NL,2.9045
2005-11-02,GB,11.313
2005-11-02,US,11.742
2005-11-02,NL,2.3025
2005-11-03,GB,5.096499
2005-11-03,US,11.909499
2005-11-03,NL,2.5635
2005-11-04,GB,6.992
2005-11-04,US,12.117
2005-11-04,NL,2.839
2005-11-07,GB,6.934
2005-11-07,US,13.7
2005-11-07,NL,3.710999
2005-11-08,GB,12.567999
2005-11-08,US,14.31
2005-11-08,NL,3.746
2005-11-09,GB,5.380999
2005-11-09,US,9.6635
2005-11-09,NL,2.884999
2005-11-10,GB,3.516999
2005-11-10,US,9.7315
2005-11-10,NL,2.248499
2005-11-11,GB,6.159
2005-11-11,US,8.462
2005-11-11,NL,2.055999
2005-11-14,GB,11.017999
2005-11-14,US,14.199999
2005-11-14,NL,2.761499
2005-11-15,GB,6.895999
2005-11-15,US,14.628
2005-11-15,NL,3.690499
2005-11-16,GB,4.357
2005-11-16,US,11.942999
2005-11-16,NL,2.7935
2005-11-17,GB,11.182999
2005-11-17,US,11.152999
2005-11-17,NL,3.000999
2005-11-18,GB,4.156
2005-11-18,US,9.170499
2005-11-18,NL,2.053
2005-11-21,GB,3.398
2005-11-21,US,11.24
2005-11-21,NL,3.031999
2005-11-22,GB,11.558
2005-11-22,US,15.721499
2005-11-22,NL,3.004
2005-11-23,GB,8.010999
2005-11-23,US,11.251
2005-11-23,NL,3.321
2005-11-25,GB,10.454
2005-11-25,US,15.022999
2005-11-25,NL,7.245999
2005-11-28,GB,7.897499
2005-11-28,US,7.890999
2005-11-28,NL,2.62
2005-11-29,GB,4.918999
2005-11-29,US,10.241
2005-11-29,NL,2.12
2005-11-30,GB,3.254
2005-11-30,US,9.414
2005-11-30,NL,2.548499
2005-12-01,GB,4.183999
2005-12-01,US,10.328499
2005-12-01,NL,2.918499
2005-12-02,GB,5.365
2005-12-02,US,13.172999
2005-12-02,NL,3.1015
2005-12-05,GB,10.655999
2005-12-05,US,12.947999
2005-12-05,NL,4.088999
2005-12-06,GB,7.676999
2005-12-06,US,12.302
2005-12-06,NL,3.012999
2005-12-07,GB,3.302
2005-12-07,US,10.159
2005-12-07,NL,2.168
2005-12-08,GB,1.813
2005-12-08,US,8.982999
2005-12-08,NL,2.532
2005-12-09,GB,2.963
2005-12-09,US,9.002999
2005-12-09,NL,2.278
2005-12-12,GB,3.3335
2005-12-12,US,9.9155
2005-12-12,NL,3.042
2005-12-13,GB,4.43
2005-12-13,US,6.671
2005-12-13,NL,3.05
2005-12-14,GB,4.8455
2005-12-14,US,10.196999
2005-12-14,NL,2.621999
2005-12-15,GB,3.269999
2005-12-15,US,7.648
2005-12-15,NL,2.561
2005-12-16,GB,2.788999
2005-12-16,US,8.936
2005-12-16,NL,2.2925
2005-12-19,GB,10.770999
2005-12-19,US,8.39
2005-12-19,NL,2.4325
2005-12-20,GB,8.316
2005-12-20,US,6.6765
2005-12-20,NL,3.8415
2005-12-21,GB,7.682
2005-12-21,US,11.87
2005-12-21,NL,4.094
2005-12-22,GB,14.256999
2005-12-22,US,10.573999
2005-12-22,NL,6.7
2005-12-23,GB,14.162999
2005-12-23,US,14.317499
2005-12-23,NL,7.244
2005-12-28,GB,22.375999
2005-12-28,US,10.036999
2005-12-28,NL,5.750999
2005-12-29,GB,19.809
2005-12-29,US,9.751
2005-12-29,NL,6.99
2005-12-30,GB,14.658499
2005-12-30,US,12.604
2005-12-30,NL,6.31
2006-01-03,GB,3.647
2006-01-03,US,6.1795
2006-01-03,NL,2.616
2006-01-04,GB,8.520999
2006-01-04,US,7.652
2006-01-04,NL,2.499
2006-01-05,GB,6.7435
2006-01-05,US,8.491499
2006-01-05,NL,2.772999
2006-01-06,GB,3.177
2006-01-06,US,8.505
2006-01-06,NL,2.619
2006-01-09,GB,4.377
2006-01-09,US,9.862999
2006-01-09,NL,3.118
2006-01-10,GB,9.1225
2006-01-10,US,13.190999
2006-01-10,NL,3.5635
2006-01-11,GB,10.743
2006-01-11,US,9.731
2006-01-11,NL,3.996999
2006-01-12,GB,2.205
2006-01-12,US,6.2075
2006-01-12,NL,3.409
2006-01-13,GB,5.362499
2006-01-13,US,9.903999
2006-01-13,NL,3.195
2006-01-17,GB,5.727
2006-01-17,US,7.105
2006-01-17,NL,2.843999
2006-01-18,GB,2.479
2006-01-18,US,7.955
2006-01-18,NL,3.0435
2006-01-19,GB,4.964
2006-01-19,US,5.785
2006-01-19,NL,2.441
2006-01-20,GB,2.528
2006-01-20,US,7.018
2006-01-20,NL,1.76
2006-01-23,GB,6.705999
2006-01-23,US,8.567999
2006-01-23,NL,3.053
2006-01-24,GB,6.776
2006-01-24,US,8.858999
2006-01-24,NL,4.046499
2006-01-25,GB,4.105
2006-01-25,US,6.098499
2006-01-25,NL,3.308999
2006-01-26,GB,3.974
2006-01-26,US,6.334
2006-01-26,NL,2.941999
2006-01-27,GB,5.558
2006-01-27,US,9.4715
2006-01-27,NL,2.406999
2006-01-30,GB,3.099499
2006-01-30,US,8.073999
2006-01-30,NL,2.059
2006-01-31,GB,2.778999
2006-01-31,US,7.564
2006-01-31,NL,1.9165
2006-02-01,GB,5.59
2006-02-01,US,7.710999
2006-02-01,NL,1.955999
2006-02-02,GB,4.11
2006-02-02,US,7.9445
2006-02-02,NL,1.895
2006-02-03,GB,4.104499
2006-02-03,US,8.034999
2006-02-03,NL,1.71
2006-02-06,GB,9.279
2006-02-06,US,7.855
2006-02-06,NL,3.002999
2006-02-07,GB,6.789999
2006-02-07,US,6.068999
2006-02-07,NL,1.955499
2006-02-08,GB,8.670499
2006-02-08,US,6.193
2006-02-08,NL,2.268999
2006-02-09,GB,4.476
2006-02-09,US,8.2085
2006-02-09,NL,2.203
2006-02-10,GB,2.980999
2006-02-10,US,5.9855
2006-02-10,NL,2.319999
2006-02-13,GB,4.508
2006-02-13,US,9.056999
2006-02-13,NL,3.9445
2006-02-14,GB,5.477999
2006-02-14,US,8.083999
2006-02-14,NL,2.859
2006-02-15,GB,4.7985
2006-02-15,US,7.578999
2006-02-15,NL,2.459999
2006-02-16,GB,6.237999
2006-02-16,US,7.451999
2006-02-16,NL,2.536999
2006-02-17,GB,6.995
2006-02-17,US,10.322
2006-02-17,NL,2.243999
2006-02-21,GB,4.728999
2006-02-21,US,6.681999
2006-02-21,NL,2.377
2006-02-22,GB,7.6105
2006-02-22,US,9.585
2006-02-22,NL,2.514
2006-02-23,GB,7.405
2006-02-23,US,5.88
2006-02-23,NL,2.556999
2006-02-24,GB,4.880499
2006-02-24,US,8.209999
2006-02-24,NL,2.798999
2006-02-27,GB,7.7695
2006-02-27,US,10.651999
2006-02-27,NL,3.104
2006-02-28,GB,2.6195
2006-02-28,US,10.126
2006-02-28,NL,2.103499
2006-03-01,GB,6.328999
2006-03-01,US,6.170999
2006-03-01,NL,1.976999
2006-03-02,GB,2.598
2006-03-02,US,7.753
2006-03-02,NL,1.799
2006-03-03,GB,2.304499
2006-03-03,US,9.392
2006-03-03,NL,2.075
2006-03-06,GB,6.0935
2006-03-06,US,6.292999
2006-03-06,NL,2.279
2006-03-07,GB,4.108
2006-03-07,US,5.7865
2006-03-07,NL,2.358999
2006-03-08,GB,3.624999
2006-03-08,US,6.134999
2006-03-08,NL,1.966
2006-03-09,GB,5.436999
2006-03-09,US,8.257999
2006-03-09,NL,2.175999
2006-03-10,GB,4.6475
2006-03-10,US,8.4965
2006-03-10,NL,2.866999
2006-03-13,GB,5.2655
2006-03-13,US,7.8785
2006-03-13,NL,4.399
2006-03-14,GB,9.67
2006-03-14,US,8.831
2006-03-14,NL,4.037
2006-03-15,GB,7.424
2006-03-15,US,9.372999
2006-03-15,NL,3.599
2006-03-16,GB,7.677999
2006-03-16,US,8.878
2006-03-16,NL,3.705499
2006-03-17,GB,5.740999
2006-03-17,US,9.5685
2006-03-17,NL,1.285
2006-03-20,GB,7.26
2006-03-20,US,6.624999
2006-03-20,NL,3.344
2006-03-21,GB,7.284999
2006-03-21,US,9.137
2006-03-21,NL,2.980999
2006-03-22,GB,7.465499
2006-03-22,US,8.512
2006-03-22,NL,2.308999
2006-03-23,GB,7.695999
2006-03-23,US,8.971
2006-03-23,NL,3.417499
2006-03-24,GB,2.606999
2006-03-24,US,7.9485
2006-03-24,NL,2.923
2006-03-27,GB,2.886
2006-03-27,US,8.35
2006-03-27,NL,3.362999
2006-03-28,GB,2.398999
2006-03-28,US,10.842
2006-03-28,NL,3.25
2006-03-29,GB,3.96
2006-03-29,US,8.2565
2006-03-29,NL,3.561999
2006-03-30,GB,3.343999
2006-03-30,US,7.474999
2006-03-30,NL,3.409999
2006-03-31,GB,4.279
2006-03-31,US,9.4955
2006-03-31,NL,3.509
2006-04-03,GB,4.317
2006-04-03,US,9.966999
2006-04-03,NL,3.402999
2006-04-04,GB,7.757
2006-04-04,US,7.405999
2006-04-04,NL,3.617
2006-04-05,GB,5.705
2006-04-05,US,8.3965
2006-04-05,NL,2.709499
2006-04-06,GB,6.674
2006-04-06,US,10.902999
2006-04-06,NL,2.7825
2006-04-07,GB,3.337499
2006-04-07,US,9.959999
2006-04-07,NL,2.051999
2006-04-10,GB,4.836
2006-04-10,US,8.564
2006-04-10,NL,1.799999
2006-04-11,GB,1.056
2006-04-11,US,5.813999
2006-04-11,NL,1.2435
2006-04-12,GB,3.884999
2006-04-12,US,6.044
2006-04-12,NL,2.012
2006-04-13,GB,4.415999
2006-04-13,US,9.222999
2006-04-13,NL,3.088499
2006-04-18,GB,5.897
2006-04-18,US,6.784999
2006-04-18,NL,1.889999
2006-04-19,GB,7.463999
2006-04-19,US,6.534
2006-04-19,NL,2.3775
2006-04-20,GB,5.448
2006-04-20,US,6.113999
2006-04-20,NL,2.1935
2006-04-21,GB,4.2295
2006-04-21,US,6.051
2006-04-21,NL,1.354
2006-04-24,GB,2.302499
2006-04-24,US,7.834499
2006-04-24,NL,1.604
2006-04-25,GB,2.646999
2006-04-25,US,6.596999
2006-04-25,NL,1.780499
2006-04-26,GB,4.704999
2006-04-26,US,7.2035
2006-04-26,NL,2.3225
2006-04-27,GB,2.28
2006-04-27,US,5.649
2006-04-27,NL,1.510999
2006-04-28,GB,2.951499
2006-04-28,US,7.005
2006-04-28,NL,1.803499
2006-05-02,GB,4.959
2006-05-02,US,8.6
2006-05-02,NL,2.6875
2006-05-03,GB,3.039
2006-05-03,US,7.780999
2006-05-03,NL,2.046999
2006-05-04,GB,3.226
2006-05-04,US,7.986
2006-05-04,NL,1.7205
2006-05-05,GB,3.785
2006-05-05,US,8.8465
2006-05-05,NL,2.1255
2006-05-08,GB,3.406999
2006-05-08,US,10.074
2006-05-08,NL,2.698999
2006-05-09,GB,5.736999
2006-05-09,US,7.168
2006-05-09,NL,2.317999
2006-05-10,GB,5.905999
2006-05-10,US,10.029
2006-05-10,NL,2.408
2006-05-11,GB,3.614999
2006-05-11,US,7.864999
2006-05-11,NL,2.352
2006-05-12,GB,3.9975
2006-05-12,US,8.48
2006-05-12,NL,1.901999
2006-05-15,GB,3.013999
2006-05-15,US,6.615
2006-05-15,NL,1.618499
2006-05-16,GB,3.465999
2006-05-16,US,6.998499
2006-05-16,NL,2.085499
2006-05-17,GB,3.119999
2006-05-17,US,5.666
2006-05-17,NL,1.453
2006-05-18,GB,3.208999
2006-05-18,US,6.702999
2006-05-18,NL,1.414999
2006-05-19,GB,3.118
2006-05-19,US,6.3315
2006-05-19,NL,1.490999
2006-05-22,GB,2.537999
2006-05-22,US,6.657
2006-05-22,NL,1.407999
2006-05-23,GB,2.483499
2006-05-23,US,7.0295
2006-05-23,NL,1.356
2006-05-24,GB,2.979999
2006-05-24,US,6.082999
2006-05-24,NL,1.558
2006-05-25,GB,4.227999
2006-05-25,US,8.222
2006-05-25,NL,1.776
2006-05-26,GB,3.823999
2006-05-26,US,8.579499
2006-05-26,NL,1.846999
2006-05-30,GB,2.5
2006-05-30,US,6.703499
2006-05-30,NL,1.633999
2006-05-31,GB,2.0915
2006-05-31,US,7.669499
2006-05-31,NL,1.759
2006-06-01,GB,1.57
2006-06-01,US,6.365
2006-06-01,NL,1.579999
2006-06-02,GB,3.489999
2006-06-02,US,8.702
2006-06-02,NL,1.4695
2006-06-05,GB,5.2335
2006-06-05,US,9.88
2006-06-05,NL,2.033499
2006-06-06,GB,3.927
2006-06-06,US,7.433
2006-06-06,NL,1.589
2006-06-07,GB,4.552
2006-06-07,US,6.351999
2006-06-07,NL,2.301999
2006-06-08,GB,2.355499
2006-06-08,US,6.021
2006-06-08,NL,1.326999
2006-06-09,GB,3.871499
2006-06-09,US,6.9065
2006-06-09,NL,1.9455
2006-06-12,GB,4.033999
2006-06-12,US,7.481
2006-06-12,NL,2.112
2006-06-13,GB,2.659999
2006-06-13,US,6.731999
2006-06-13,NL,1.637
2006-06-14,GB,2.839999
2006-06-14,US,5.063999
2006-06-14,NL,1.473999
2006-06-15,GB,2.364
2006-06-15,US,7.9735
2006-06-15,NL,1.452999
2006-06-16,GB,2.129
2006-06-16,US,7.981
2006-06-16,NL,1.108
2006-06-19,GB,3.791999
2006-06-19,US,10.294999
2006-06-19,NL,1.6455
2006-06-20,GB,5.281999
2006-06-20,US,9.378
2006-06-20,NL,2.201
2006-06-21,GB,3.110499
2006-06-21,US,8.250999
2006-06-21,NL,2.0045
2006-06-22,GB,3.361
2006-06-22,US,9.009
2006-06-22,NL,2.2535
2006-06-23,GB,3.888499
2006-06-23,US,9.3995
2006-06-23,NL,1.874
2006-06-26,GB,5.012499
2006-06-26,US,8.172
2006-06-26,NL,2.2
2006-06-27,GB,3.259
2006-06-27,US,7.958499
2006-06-27,NL,2.090999
2006-06-28,GB,3.369999
2006-06-28,US,10.121999
2006-06-28,NL,1.719999
2006-06-29,GB,1.814
2006-06-29,US,6.578999
2006-06-29,NL,2.191999
2006-06-30,GB,1.807
2006-06-30,US,9.016
2006-06-30,NL,1.794499
2006-07-03,GB,4.552
2006-07-03,US,8.268499
2006-07-03,NL,4.7155
2006-07-05,GB,2.285999
2006-07-05,US,8.165999
2006-07-05,NL,2.423999
2006-07-06,GB,1.410999
2006-07-06,US,9.593
2006-07-06,NL,2.043999
2006-07-07,GB,3.140999
2006-07-07,US,7.7665
2006-07-07,NL,1.985
2006-07-10,GB,1.004999
2006-07-10,US,11.082999
2006-07-10,NL,2.230999
2006-07-11,GB,3.262
2006-07-11,US,7.743499
2006-07-11,NL,1.905999
2006-07-12,GB,1.721499
2006-07-12,US,8.389499
2006-07-12,NL,1.554999
2006-07-13,GB,2.554499
2006-07-13,US,8.039
2006-07-13,NL,2.394499
2006-07-14,GB,2.425
2006-07-14,US,7.540999
2006-07-14,NL,2.611
2006-07-17,GB,3.959999
2006-07-17,US,6.997999
2006-07-17,NL,2.096499
2006-07-18,GB,2.087
2006-07-18,US,7.602
2006-07-18,NL,2.46
2006-07-19,GB,2.246
2006-07-19,US,8.671
2006-07-19,NL,1.77
2006-07-20,GB,2.426999
2006-07-20,US,9.954
2006-07-20,NL,1.798999
2006-07-21,GB,2.9255
2006-07-21,US,9.557
2006-07-21,NL,1.6
2006-07-24,GB,1.955999
2006-07-24,US,10.4315
2006-07-24,NL,2.953
2006-07-25,GB,1.091499
2006-07-25,US,8.876499
2006-07-25,NL,2.299499
2006-07-26,GB,2.415999
2006-07-26,US,6.892999
2006-07-26,NL,2.107
2006-07-27,GB,2.0825
2006-07-27,US,5.727499
2006-07-27,NL,1.694999
2006-07-28,GB,2.602999
2006-07-28,US,5.655499
2006-07-28,NL,2.076999
2006-07-31,GB,4.324
2006-07-31,US,7.029999
2006-07-31,NL,3.168999
2006-08-01,GB,3.755999
2006-08-01,US,9.956
2006-08-01,NL,3.166999
2006-08-02,GB,2.176
2006-08-02,US,7.921
2006-08-02,NL,2.455
2006-08-03,GB,2.965
2006-08-03,US,9.177999
2006-08-03,NL,2.355
2006-08-04,GB,3.312
2006-08-04,US,7.508499
2006-08-04,NL,1.743999
2006-08-07,GB,5.913999
2006-08-07,US,7.617
2006-08-07,NL,2.802
2006-08-08,GB,4.499
2006-08-08,US,7.5915
2006-08-08,NL,2.577999
2006-08-09,GB,2.006999
2006-08-09,US,6.477499
2006-08-09,NL,2.109
2006-08-10,GB,2.835499
2006-08-10,US,7.551999
2006-08-10,NL,2.0735
2006-08-11,GB,3.724
2006-08-11,US,14.954999
2006-08-11,NL,1.838999
2006-08-14,GB,4.153
2006-08-14,US,8.14
2006-08-14,NL,4.182999
2006-08-15,GB,3.229999
2006-08-15,US,8.05
2006-08-15,NL,2.134
2006-08-16,GB,2.8785
2006-08-16,US,9.2185
2006-08-16,NL,1.933999
2006-08-17,GB,2.94
2006-08-17,US,9.993999
2006-08-17,NL,2.653999
2006-08-18,GB,2.197999
2006-08-18,US,7.686999
2006-08-18,NL,0.968999
2006-08-21,GB,2.148999
2006-08-21,US,10.558999
2006-08-21,NL,1.997999
2006-08-22,GB,3.2145
2006-08-22,US,10.3085
2006-08-22,NL,2.086
2006-08-23,GB,2.289
2006-08-23,US,13.078
2006-08-23,NL,2.552999
2006-08-24,GB,4.4975
2006-08-24,US,9.593999
2006-08-24,NL,2.005999
2006-08-25,GB,5.4585
2006-08-25,US,8.2
2006-08-25,NL,2.411
2006-08-29,GB,3.528
2006-08-29,US,7.57
2006-08-29,NL,1.921999
2006-08-30,GB,2.286
2006-08-30,US,7.8745
2006-08-30,NL,1.888
2006-08-31,GB,2.932999
2006-08-31,US,8.408
2006-08-31,NL,2.127
2006-09-01,GB,4.411
2006-09-01,US,8.533
2006-09-01,NL,2.934999
2006-09-05,GB,2.972
2006-09-05,US,7.246999
2006-09-05,NL,3.176
2006-09-06,GB,5.479999
2006-09-06,US,7.544999
2006-09-06,NL,3.186999
2006-09-07,GB,4.052999
2006-09-07,US,7.468999
2006-09-07,NL,2.118999
2006-09-08,GB,6.015999
2006-09-08,US,8.564
2006-09-08,NL,2.119499
2006-09-11,GB,4.875999
2006-09-11,US,6.008999
2006-09-11,NL,1.880999
2006-09-12,GB,3.563999
2006-09-12,US,7.165999
2006-09-12,NL,1.772
2006-09-13,GB,6.431
2006-09-13,US,7.250499
2006-09-13,NL,2.724999
2006-09-14,GB,2.348999
2006-09-14,US,6.886499
2006-09-14,NL,3.082
2006-09-15,GB,5.462999
2006-09-15,US,11.167999
2006-09-15,NL,2.101499
2006-09-18,GB,4.825999
2006-09-18,US,8.504499
2006-09-18,NL,2.508999
2006-09-19,GB,2.894999
2006-09-19,US,7.849
2006-09-19,NL,1.985999
2006-09-20,GB,4.188499
2006-09-20,US,7.046
2006-09-20,NL,2.6895
2006-09-21,GB,5.677999
2006-09-21,US,8.987
2006-09-21,NL,3.082
2006-09-22,GB,3.5475
2006-09-22,US,7.755
2006-09-22,NL,2.094499
2006-09-25,GB,3.889499
2006-09-25,US,6.2735
2006-09-25,NL,2.366999
2006-09-26,GB,4.503
2006-09-26,US,5.599
2006-09-26,NL,2.404499
2006-09-27,GB,3.259
2006-09-27,US,6.007
2006-09-27,NL,2.1
2006-09-28,GB,6.367499
2006-09-28,US,9.533499
2006-09-28,NL,2.648
2006-09-29,GB,4.334499
2006-09-29,US,11.146
2006-09-29,NL,3.179
2006-10-02,GB,3.139499
2006-10-02,US,9.862999
2006-10-02,NL,3.362999
2006-10-03,GB,3.129
2006-10-03,US,6.996
2006-10-03,NL,1.987
2006-10-04,GB,1.723999
2006-10-04,US,6.5525
2006-10-04,NL,1.259
2006-10-05,GB,2.217999
2006-10-05,US,6.456499
2006-10-05,NL,0.862
2006-10-06,GB,3.706499
2006-10-06,US,9.392999
2006-10-06,NL,2.650999
2006-10-09,GB,3.5
2006-10-09,US,7.049999
2006-10-09,NL,3.707
2006-10-10,GB,5.021999
2006-10-10,US,7.6325
2006-10-10,NL,2.052
2006-10-11,GB,1.844999
2006-10-11,US,8.526
2006-10-11,NL,2.532
2006-10-12,GB,5.311
2006-10-12,US,9.380499
2006-10-12,NL,1.44
2006-10-13,GB,4.259
2006-10-13,US,8.045
2006-10-13,NL,1.887
2006-10-16,GB,5.764
2006-10-16,US,8.831999
2006-10-16,NL,2.44
2006-10-17,GB,3.931
2006-10-17,US,7.859999
2006-10-17,NL,1.874999
2006-10-18,GB,3.2395
2006-10-18,US,6.167499
2006-10-18,NL,1.911
2006-10-19,GB,6.086
2006-10-19,US,8.39
2006-10-19,NL,2.537
2006-10-20,GB,5.179499
2006-10-20,US,7.573499
2006-10-20,NL,1.588
2006-10-23,GB,7.659
2006-10-23,US,6.855999
2006-10-23,NL,2.865999
2006-10-24,GB,4.831999
2006-10-24,US,7.818
2006-10-24,NL,4.382999
2006-10-25,GB,4.856499
2006-10-25,US,7.055999
2006-10-25,NL,2.4465
2006-10-26,GB,1.3285
2006-10-26,US,5.436999
2006-10-26,NL,1.027
2006-10-27,GB,2.562
2006-10-27,US,5.9695
2006-10-27,NL,2.180999
2006-10-30,GB,4.233999
2006-10-30,US,6.0915
2006-10-30,NL,2.362
2006-10-31,GB,5.126999
2006-10-31,US,6.5965
2006-10-31,NL,1.850499
2006-11-01,GB,2.822
2006-11-01,US,6.41
2006-11-01,NL,2.003999
2006-11-02,GB,4.681999
2006-11-02,US,7.486999
2006-11-02,NL,1.8075
2006-11-03,GB,2.0825
2006-11-03,US,8.194
2006-11-03,NL,1.008999
2006-11-06,GB,6.6835
2006-11-06,US,10.799499
2006-11-06,NL,3.157499
2006-11-07,GB,5.445
2006-11-07,US,6.653999
2006-11-07,NL,2.946999
2006-11-08,GB,3.615
2006-11-08,US,8.86
2006-11-08,NL,2.881999
2006-11-09,GB,5.1615
2006-11-09,US,7.655
2006-11-09,NL,2.292
2006-11-10,GB,4.173
2006-11-10,US,7.969
2006-11-10,NL,2.905999
2006-11-13,GB,5.194
2006-11-13,US,8.911999
2006-11-13,NL,2.9615
2006-11-14,GB,4.916
2006-11-14,US,9.322
